date,EUR_PLN,USD_PLN,CZK_PLN,PLN_PLN
2024-06-16,4.3316,3.9421,0.1757,1.0
2024-06-17,4.3805,3.9982,0.1799,1.0
2024-06-18,4.2589,3.8825,0.1763,1.0
2024-06-19,4.2938,3.8949,0.178,1.0
2024-06-20,4.2156,3.8904,0.18,1.0
2024-06-21,4.3302,3.9486,0.1749,1.0
2024-06-22,4.2486,3.9501,0.1799,1.0
2024-06-23,4.3464,3.9403,0.1745,1.0
2024-06-24,4.3134,3.9141,0.1764,1.0
2024-06-25,4.3663,4.0462,0.1785,1.0
2024-06-26,4.2364,3.9969,0.1812,1.0
2024-06-27,4.2812,4.0881,0.1819,1.0
2024-06-28,4.3832,4.0044,0.1798,1.0
2024-06-29,4.3707,4.0158,0.1765,1.0
2024-06-30,4.2776,3.9991,0.1741,1.0
2024-07-01,4.2928,4.0677,0.1714,1.0
2024-07-02,4.3767,4.0698,0.1766,1.0
2024-07-03,4.3272,3.9803,0.1817,1.0
2024-07-04,4.3491,3.868,0.1798,1.0
2024-07-05,4.2897,3.9866,0.1758,1.0
2024-07-06,4.3874,4.0632,0.1758,1.0
2024-07-07,4.2333,3.9491,0.1793,1.0
2024-07-08,4.312,4.0803,0.1804,1.0
2024-07-09,4.3485,4.0061,0.1738,1.0
2024-07-10,4.2902,4.0648,0.1778,1.0
2024-07-11,4.3252,3.9545,0.1749,1.0
2024-07-12,4.2938,4.0047,0.176,1.0
2024-07-13,4.2882,3.9048,0.1814,1.0
2024-07-14,4.2853,4.0962,0.1826,1.0
2024-07-15,4.2959,3.8993,0.1717,1.0
2024-07-16,4.2264,3.8701,0.1821,1.0
2024-07-17,4.3058,4.0112,0.1713,1.0
2024-07-18,4.2401,4.051,0.1789,1.0
2024-07-19,4.2926,4.0252,0.1829,1.0
2024-07-20,4.2889,3.9855,0.1786,1.0
2024-07-21,4.4196,3.8121,0.18,1.0
2024-07-22,4.2943,4.0253,0.176,1.0
2024-07-23,4.2976,4.0369,0.1873,1.0
2024-07-24,4.3404,3.9122,0.1767,1.0
2024-07-25,4.2773,3.8363,0.177,1.0
2024-07-26,4.3366,3.8781,0.1811,1.0
2024-07-27,4.3244,3.9213,0.1776,1.0
2024-07-28,4.3799,4.0387,0.178,1.0
2024-07-29,4.2881,3.9861,0.1765,1.0
2024-07-30,4.1948,4.1434,0.1785,1.0
2024-07-31,4.3199,3.9754,0.1758,1.0
2024-08-01,4.2907,3.852,0.1848,1.0
2024-08-02,4.2383,3.8974,0.1767,1.0
2024-08-03,4.3644,3.9812,0.1743,1.0
2024-08-04,4.3627,4.0385,0.1796,1.0
2024-08-05,4.3358,4.1715,0.1846,1.0
2024-08-06,4.2657,4.1099,0.1791,1.0
2024-08-07,4.325,3.8446,0.1775,1.0
2024-08-08,4.2594,4.0462,0.1812,1.0
2024-08-09,4.1963,3.9782,0.1814,1.0
2024-08-10,4.2907,4.0383,0.1791,1.0
2024-08-11,4.3171,3.9583,0.1744,1.0
2024-08-12,4.2439,4.0367,0.1781,1.0
2024-08-13,4.2931,3.9461,0.1771,1.0
2024-08-14,4.3523,3.9532,0.174,1.0
2024-08-15,4.3372,3.9636,0.1781,1.0
2024-08-16,4.3804,3.9784,0.1789,1.0
2024-08-17,4.2411,3.9624,0.1798,1.0
2024-08-18,4.2222,3.9961,0.1783,1.0
2024-08-19,4.3021,4.063,0.179,1.0
2024-08-20,4.3739,3.9005,0.1784,1.0
2024-08-21,4.3042,3.8945,0.1809,1.0
2024-08-22,4.4162,3.9786,0.1795,1.0
2024-08-23,4.3042,3.9229,0.1725,1.0
2024-08-24,4.2647,3.8686,0.1831,1.0
2024-08-25,4.2942,3.9523,0.1807,1.0
2024-08-26,4.2439,3.9187,0.1782,1.0
2024-08-27,4.3514,4.0201,0.1787,1.0
2024-08-28,4.3039,4.012,0.1786,1.0
2024-08-29,4.2485,3.9837,0.1748,1.0
2024-08-30,4.3041,3.9415,0.1856,1.0
2024-08-31,4.298,3.8677,0.1776,1.0
2024-09-01,4.326,4.1139,0.1762,1.0
2024-09-02,4.2209,4.0453,0.1739,1.0
2024-09-03,4.2782,3.9594,0.1778,1.0
2024-09-04,4.3345,3.9253,0.1772,1.0
2024-09-05,4.2993,3.992,0.1783,1.0
2024-09-06,4.3218,4.0475,0.1792,1.0
2024-09-07,4.3227,3.8534,0.1782,1.0
2024-09-08,4.324,4.0383,0.1759,1.0
2024-09-09,4.267,3.9341,0.1796,1.0
2024-09-10,4.3517,3.9474,0.1807,1.0
2024-09-11,4.3062,3.9701,0.1774,1.0
2024-09-12,4.3373,4.006,0.1848,1.0
2024-09-13,4.2574,4.0214,0.1764,1.0
2024-09-14,4.2565,3.9791,0.1784,1.0
2024-09-15,4.4459,3.9653,0.1746,1.0
2024-09-16,4.3137,3.814,0.1777,1.0
2024-09-17,4.3008,4.0436,0.1809,1.0
2024-09-18,4.2748,3.968,0.1757,1.0
2024-09-19,4.2436,4.0048,0.1742,1.0
2024-09-20,4.2793,3.9004,0.1796,1.0
2024-09-21,4.3901,3.8759,0.1724,1.0
2024-09-22,4.2938,3.9813,0.1787,1.0
2024-09-23,4.2777,3.9639,0.1791,1.0
2024-09-24,4.352,3.8236,0.1769,1.0
2024-09-25,4.3107,3.9066,0.1832,1.0
2024-09-26,4.2682,3.9767,0.1797,1.0
2024-09-27,4.2704,3.8323,0.1767,1.0
2024-09-28,4.3515,3.953,0.1755,1.0
2024-09-29,4.3463,3.9535,0.1765,1.0
2024-09-30,4.3075,4.0417,0.1851,1.0
2024-10-01,4.3414,4.0728,0.1765,1.0
2024-10-02,4.2487,3.985,0.1783,1.0
2024-10-03,4.2461,3.966,0.1792,1.0
2024-10-04,4.318,4.0203,0.1789,1.0
2024-10-05,4.2746,3.9389,0.1744,1.0
2024-10-06,4.3892,3.9811,0.1773,1.0
2024-10-07,4.2536,4.2149,0.1748,1.0
2024-10-08,4.2786,4.0133,0.1798,1.0
2024-10-09,4.3479,4.1246,0.1795,1.0
2024-10-10,4.2472,3.9594,0.1789,1.0
2024-10-11,4.4034,3.8682,0.1816,1.0
2024-10-12,4.309,4.047,0.1777,1.0
2024-10-13,4.2579,4.0401,0.18,1.0
2024-10-14,4.3486,3.9789,0.1762,1.0
2024-10-15,4.2221,4.0455,0.1793,1.0
2024-10-16,4.2517,3.9369,0.1766,1.0
2024-10-17,4.2259,3.9146,0.1746,1.0
2024-10-18,4.2794,3.9209,0.1731,1.0
2024-10-19,4.4011,4.0802,0.1757,1.0
2024-10-20,4.3136,4.0134,0.1816,1.0
2024-10-21,4.2591,4.0674,0.1764,1.0
2024-10-22,4.2332,4.0379,0.1819,1.0
2024-10-23,4.4294,3.884,0.1801,1.0
2024-10-24,4.2795,4.0427,0.1736,1.0
2024-10-25,4.2369,3.9179,0.1782,1.0
2024-10-26,4.2679,4.0327,0.1811,1.0
2024-10-27,4.33,4.1095,0.1792,1.0
2024-10-28,4.2392,4.0891,0.1762,1.0
2024-10-29,4.3455,4.1059,0.1794,1.0
2024-10-30,4.2252,3.9065,0.182,1.0
2024-10-31,4.2915,3.9864,0.1803,1.0
2024-11-01,4.3348,4.0023,0.1774,1.0
2024-11-02,4.2844,4.0486,0.1797,1.0
2024-11-03,4.2871,4.0666,0.1776,1.0
2024-11-04,4.2574,3.9193,0.1751,1.0
2024-11-05,4.2864,4.0787,0.1756,1.0
2024-11-06,4.3094,3.9275,0.1772,1.0
2024-11-07,4.2245,3.9624,0.1774,1.0
2024-11-08,4.327,3.9979,0.1744,1.0
2024-11-09,4.3542,3.9968,0.1786,1.0
2024-11-10,4.2995,3.9386,0.1787,1.0
2024-11-11,4.3238,3.8402,0.1764,1.0
2024-11-12,4.2873,4.0005,0.1816,1.0
2024-11-13,4.2614,3.9402,0.1765,1.0
2024-11-14,4.2599,3.9522,0.1803,1.0
2024-11-15,4.2473,4.0142,0.1729,1.0
2024-11-16,4.2719,3.9536,0.183,1.0
2024-11-17,4.2863,3.8039,0.172,1.0
2024-11-18,4.3017,4.0291,0.1791,1.0
2024-11-19,4.3084,4.073,0.1764,1.0
2024-11-20,4.3447,3.8494,0.1753,1.0
2024-11-21,4.2096,3.958,0.1779,1.0
2024-11-22,4.3057,3.985,0.1752,1.0
2024-11-23,4.2905,3.8602,0.1821,1.0
2024-11-24,4.2848,3.9409,0.1828,1.0
2024-11-25,4.2379,3.89,0.1747,1.0
2024-11-26,4.2966,4.0145,0.1802,1.0
2024-11-27,4.4286,3.8,0.1798,1.0
2024-11-28,4.2721,3.9331,0.1761,1.0
2024-11-29,4.2546,4.1148,0.1805,1.0
2024-11-30,4.3012,4.0881,0.1735,1.0
2024-12-01,4.2335,3.8058,0.1759,1.0
2024-12-02,4.3081,3.9882,0.1784,1.0
2024-12-03,4.2294,4.0443,0.1787,1.0
2024-12-04,4.3367,3.8286,0.1789,1.0
2024-12-05,4.2406,3.9482,0.1796,1.0
2024-12-06,4.3046,3.9119,0.178,1.0
2024-12-07,4.2234,4.072,0.1774,1.0
2024-12-08,4.3559,3.9379,0.1764,1.0
2024-12-09,4.2618,4.0501,0.1759,1.0
2024-12-10,4.3322,3.9494,0.1721,1.0
2024-12-11,4.2715,3.8857,0.1781,1.0
2024-12-12,4.2405,4.0541,0.1777,1.0
2024-12-13,4.2911,4.0325,0.1809,1.0
2024-12-14,4.299,3.9183,0.1727,1.0
2024-12-15,4.2657,3.9306,0.1783,1.0
2024-12-16,4.2827,4.035,0.1762,1.0
2024-12-17,4.2971,4.0747,0.179,1.0
2024-12-18,4.297,3.9318,0.1761,1.0
2024-12-19,4.2575,3.9367,0.1803,1.0
2024-12-20,4.2889,3.872,0.1833,1.0
2024-12-21,4.316,3.8674,0.1767,1.0
2024-12-22,4.3055,4.1164,0.1747,1.0
2024-12-23,4.3488,4.092,0.1761,1.0
2024-12-24,4.2861,3.8971,0.1774,1.0
2024-12-25,4.2982,4.0328,0.1813,1.0
2024-12-26,4.2626,3.8226,0.1779,1.0
2024-12-27,4.3147,4.0,0.177,1.0
2024-12-28,4.3062,4.1012,0.1791,1.0
2024-12-29,4.2813,3.94,0.1775,1.0
2024-12-30,4.3818,3.9653,0.1779,1.0
2024-12-31,4.2759,4.0679,0.1839,1.0
